Variable,Year,Value,RSE,Industry
Livestock transfers - inwards ($),2018,640.0,60.0,Sheep-Beef
Livestock transfers - outward ($),2018,2110.0,55.0,Sheep-Beef
Lupins area sown (ha),2018,2.0,60.0,Sheep-Beef
Lupins produced (t),2018,1.0,72.0,Sheep-Beef
Lupins receipts ($),2018,230.0,119.0,Sheep-Beef
Net capital additions ($),2018,106920.0,27.0,Sheep-Beef
Oats area sown (ha),2018,28.0,19.0,Sheep-Beef
Oats produced (t),2018,7.0,28.0,Sheep-Beef
Oats receipts ($),2018,230.0,84.0,Sheep-Beef
Off farm contracts ($),2018,9410.0,49.0,Sheep-Beef
Off farm sharefarming ($),2018,120.0,122.0,Sheep-Beef
Off-farm work for owner manager (hrsperwk),2018,1.0,69.0,Sheep-Beef
Off-farm work for spouse (hrsperwk),2018,10.0,20.0,Sheep-Beef
Oilseeds area sown (ha),2018,10.0,55.0,Sheep-Beef
Oilseeds produced (t),2018,15.0,70.0,Sheep-Beef
Oilseeds receipts ($),2018,9950.0,74.0,Sheep-Beef
Other administration expenses ($),2018,7410.0,20.0,Sheep-Beef
Other farm income ($),2018,22130.0,30.0,Sheep-Beef
Other livestock purchased ($),2018,70.0,0.0,Sheep-Beef
Other livestock receipts ($),2018,2650.0,14.0,Sheep-Beef
Other materials ($),2018,6700.0,20.0,Sheep-Beef
Other services ($),2018,11420.0,14.0,Sheep-Beef
Payments to sharefarmers ($),2018,70.0,121.0,Sheep-Beef
Population,2018,4861.0,,Sheep-Beef
Produce purchased for resale ($),2018,180.0,202.0,Sheep-Beef
Profit at full equity ($),2018,99530.0,23.0,Sheep-Beef
Profit at full equity including capital appreciation ($),2018,566380.0,21.0,Sheep-Beef
Rams at 30 June (no.),2018,36.0,9.0,Sheep-Beef
Rate of return ex. capital appreciation (%),2018,1.3,20.0,Sheep-Beef
Rate of return inc. capital appreciation (%),2018,7.6,17.0,Sheep-Beef
Repairs and maintenance ($),2018,46800.0,11.0,Sheep-Beef
Rice area sown (ha),2018,0.0,,Sheep-Beef
Sample Contributing,2018,152.0,,Sheep-Beef
Seed ($),2018,3730.0,21.0,Sheep-Beef
Shearing crutching ($),2018,26370.0,11.0,Sheep-Beef
Sheep and lambs shorn (no.),2018,2712.0,9.0,Sheep-Beef
Sheep flock at 30 June (no.),2018,2514.0,7.0,Sheep-Beef
Sheep purchased ($),2018,25350.0,33.0,Sheep-Beef
Sheep purchased (no.),2018,124.0,43.0,Sheep-Beef
Sheep receipts ($),2018,218360.0,11.0,Sheep-Beef
Sheep sold (no.),2018,1454.0,10.0,Sheep-Beef
Shire and PPB rates ($),2018,14190.0,9.0,Sheep-Beef
Sorghum area sown (ha),2018,1.0,75.0,Sheep-Beef
Sorghum produced (t),2018,0.0,75.0,Sheep-Beef
Sorghum receipts ($),2018,100.0,75.0,Sheep-Beef
Steers and other beef cattle at 30 June (no.),2018,38.0,22.0,Sheep-Beef
Stores and rations ($),2018,410.0,44.0,Sheep-Beef
Telephone ($),2018,3050.0,10.0,Sheep-Beef
Total area cropped (ha),2018,116.0,19.0,Sheep-Beef
Total area irrigated (ha),2018,,,Sheep-Beef
Total cash costs ($),2018,447120.0,12.0,Sheep-Beef
Total cash receipts ($),2018,707350.0,9.0,Sheep-Beef
Total closing capital ($),2018,7476750.0,8.0,Sheep-Beef
Total crop gross receipts ($),2018,27280.0,32.0,Sheep-Beef
Total family income ($),2018,152030.0,14.0,Sheep-Beef
Total freight ($),2018,12470.0,16.0,Sheep-Beef
Total labor used (weeks),2018,104.0,4.0,Sheep-Beef
Total non farm income ($),2018,45460.0,13.0,Sheep-Beef
Total off farm wages ($),2018,30300.0,20.0,Sheep-Beef
Total wool sold (kg),2018,11632.0,8.0,Sheep-Beef
Value of land and fixed improvements ($),2018,6149330.0,8.0,Sheep-Beef
Vet fees ($),2018,1150.0,27.0,Sheep-Beef
Wages for hired labor ($),2018,20870.0,16.0,Sheep-Beef
Water charges ($),2018,2070.0,57.0,Sheep-Beef
Wethers at 30 June (no.),2018,304.0,17.0,Sheep-Beef
Wheat area sown (ha),2018,34.0,36.0,Sheep-Beef
Wheat produced (t),2018,44.0,31.0,Sheep-Beef
Wheat receipts ($),2018,11710.0,31.0,Sheep-Beef
Wheat sold (t),2018,41.0,32.0,Sheep-Beef
Wool cut per head (kg),2018,4.2,3.0,Sheep-Beef
Wool produced (kg),2018,11347.0,8.0,Sheep-Beef
Wool receipts ($),2018,168610.0,9.0,Sheep-Beef
AI stud fees and herd testing ($),2019,480.0,18.0,All Broadacre
Accounting services ($),2019,5600.0,4.0,All Broadacre
Advisory services ($),2019,1870.0,14.0,All Broadacre
Age of owner manager (yrs),2019,61.0,1.0,All Broadacre
Age of spouse (yrs),2019,58.0,1.0,All Broadacre
Agistment ($),2019,3340.0,25.0,All Broadacre
Area operated at 30 June (ha),2019,7022.0,6.0,All Broadacre
Barley area sown (ha),2019,82.0,5.0,All Broadacre
Barley produced (t),2019,159.0,6.0,All Broadacre
Barley receipts ($),2019,52680.0,6.0,All Broadacre
Beef bulls at 30 June (no.),2019,7.0,5.0,All Broadacre
Beef calves at 30 June (no.),2019,95.0,5.0,All Broadacre
Beef cattle purchased ($),2019,16930.0,8.0,All Broadacre
Beef cattle purchased (no.),2019,16.0,10.0,All Broadacre
Beef cattle receipts ($),2019,178900.0,4.0,All Broadacre
Beef cattle sold (no.),2019,145.0,4.0,All Broadacre
Beef cattle transferred off farm (no.),2019,21.0,14.0,All Broadacre
Beef cattle transferred onto farm (no.),2019,14.0,22.0,All Broadacre
Beef cows at 30 June (no.),2019,166.0,4.0,All Broadacre
Beef heifers at 30 June (no.),2019,33.0,5.0,All Broadacre
Beef herd at 30 June (no.),2019,372.0,4.0,All Broadacre
Branding rate (%),2019,76.9,1.0,All Broadacre
Buildup in trading stocks ($),2019,-51380.0,12.0,All Broadacre
Canola area sown (ha),2019,35.0,7.0,All Broadacre
Canola produced (t),2019,42.0,8.0,All Broadacre
Canola receipts ($),2019,32290.0,7.0,All Broadacre
Capital appreciation ($),2019,289390.0,9.0,All Broadacre
Capital at 1 July ($),2019,7420480.0,2.0,All Broadacre
Change in farm debt ($),2019,46680.0,26.0,All Broadacre
Contracts - cropping ($),2019,13730.0,6.0,All Broadacre
Contracts - livestock ($),2019,3740.0,9.0,All Broadacre
Cotton receipts ($),2019,6000.0,26.0,All Broadacre
Crop and pasture chemicals ($),2019,37160.0,4.0,All Broadacre
Dairy cattle at June 30 (no.),2019,0.0,,All Broadacre
Depreciation ($),2019,64580.0,2.0,All Broadacre
Electricity ($),2019,4840.0,3.0,All Broadacre
Equity ratio at 30 June (%),2019,88.0,1.0,All Broadacre
Ewes at 30 June (no.),2019,751.0,4.0,All Broadacre
Family share of farm income ($),2019,65480.0,13.0,All Broadacre
Farm business debt at 30 June ($),2019,832830.0,4.0,All Broadacre
Farm business equity June 30 ($),2019,6266980.0,2.0,All Broadacre
Farm business profit ($),2019,9330.0,92.0,All Broadacre
Farm cash income ($),2019,210480.0,4.0,All Broadacre
Farm liquid assets at 30 June ($),2019,279400.0,6.0,All Broadacre
Fertiliser ($),2019,48920.0,4.0,All Broadacre
Field peas area sown (ha),2019,3.0,20.0,All Broadacre
Field peas produced (t),2019,2.0,25.0,All Broadacre
Field peas receipts ($),2019,2040.0,23.0,All Broadacre
Fodder ($),2019,42950.0,6.0,All Broadacre
Fuel oil and grease ($),2019,32330.0,3.0,All Broadacre
Grain legumes area sown (ha),2019,26.0,7.0,All Broadacre
Grain legumes produced (t),2019,25.0,9.0,All Broadacre
Grain legumes receipts ($),2019,15830.0,9.0,All Broadacre
Handling and marketing ($),2019,18260.0,4.0,All Broadacre
Hours worked on farm - total (hrsperwk),2019,93.0,2.0,All Broadacre
Hours worked on farm by owner manager (hrsperwk),2019,46.0,2.0,All Broadacre
Hours worked on farm by spouse (hrsperwk),2019,15.0,4.0,All Broadacre
Imputed labor cost ($),2019,85200.0,2.0,All Broadacre
Insurance ($),2019,15980.0,2.0,All Broadacre
Interest paid ($),2019,38780.0,4.0,All Broadacre
Lambs at 30 June (no.),2019,356.0,5.0,All Broadacre
Land rent ($),2019,12690.0,8.0,All Broadacre
Leasing charges ($),2019,1270.0,25.0,All Broadacre
Livestock materials ($),2019,10940.0,4.0,All Broadacre
Livestock transfers - inwards ($),2019,10970.0,23.0,All Broadacre
Livestock transfers - outward ($),2019,17600.0,15.0,All Broadacre
Lupins area sown (ha),2019,11.0,12.0,All Broadacre
Lupins produced (t),2019,13.0,14.0,All Broadacre
Lupins receipts ($),2019,5170.0,16.0,All Broadacre
Net capital additions ($),2019,74830.0,28.0,All Broadacre
Oats area sown (ha),2019,21.0,8.0,All Broadacre
Oats produced (t),2019,20.0,15.0,All Broadacre
Oats receipts ($),2019,6240.0,19.0,All Broadacre
Off farm contracts ($),2019,10860.0,14.0,All Broadacre
Off farm sharefarming ($),2019,1030.0,31.0,All Broadacre
Off-farm work for owner manager (hrsperwk),2019,3.0,18.0,All Broadacre
Off-farm work for spouse (hrsperwk),2019,8.0,8.0,All Broadacre
Oilseeds area sown (ha),2019,41.0,6.0,All Broadacre
Oilseeds produced (t),2019,44.0,8.0,All Broadacre
Oilseeds receipts ($),2019,30960.0,7.0,All Broadacre
Other administration expenses ($),2019,7940.0,5.0,All Broadacre
Other farm income ($),2019,33760.0,8.0,All Broadacre
Other livestock purchased ($),2019,170.0,34.0,All Broadacre
Other livestock receipts ($),2019,3210.0,27.0,All Broadacre
Other materials ($),2019,4280.0,6.0,All Broadacre
Other services ($),2019,12300.0,5.0,All Broadacre
Payments to sharefarmers ($),2019,750.0,50.0,All Broadacre
Population,2019,51512.0,,All Broadacre
Produce purchased for resale ($),2019,340.0,68.0,All Broadacre
Profit at full equity ($),2019,61570.0,14.0,All Broadacre
Profit at full equity including capital appreciation ($),2019,350960.0,8.0,All Broadacre
Rams at 30 June (no.),2019,18.0,6.0,All Broadacre
Rate of return ex. capital appreciation (%),2019,0.8,14.0,All Broadacre
Rate of return inc. capital appreciation (%),2019,4.5,7.0,All Broadacre
Repairs and maintenance ($),2019,50280.0,3.0,All Broadacre
Rice area sown (ha),2019,0.0,87.0,All Broadacre
Sample Contributing,2019,1624.0,,All Broadacre
Seed ($),2019,6370.0,5.0,All Broadacre
Shearing crutching ($),2019,12270.0,5.0,All Broadacre
Sheep and lambs shorn (no.),2019,1352.0,4.0,All Broadacre
Sheep flock at 30 June (no.),2019,1240.0,4.0,All Broadacre
Sheep purchased ($),2019,13940.0,9.0,All Broadacre
Sheep purchased (no.),2019,71.0,11.0,All Broadacre
Sheep receipts ($),2019,105740.0,4.0,All Broadacre
Sheep sold (no.),2019,648.0,4.0,All Broadacre
Shire and PPB rates ($),2019,15020.0,2.0,All Broadacre
Sorghum area sown (ha),2019,8.0,14.0,All Broadacre
Sorghum produced (t),2019,15.0,14.0,All Broadacre
Sorghum receipts ($),2019,5420.0,13.0,All Broadacre
Steers and other beef cattle at 30 June (no.),2019,72.0,7.0,All Broadacre
Stores and rations ($),2019,860.0,8.0,All Broadacre
Telephone ($),2019,3130.0,3.0,All Broadacre
Total area cropped (ha),2019,414.0,3.0,All Broadacre
Total area irrigated (ha),2019,,,All Broadacre
Total cash costs ($),2019,497500.0,2.0,All Broadacre
Total cash receipts ($),2019,707980.0,2.0,All Broadacre
Total closing capital ($),2019,7726010.0,2.0,All Broadacre
Total crop gross receipts ($),2019,273700.0,4.0,All Broadacre
Total family income ($),2019,130860.0,9.0,All Broadacre
Total freight ($),2019,19800.0,4.0,All Broadacre
Total labor used (weeks),2019,100.0,1.0,All Broadacre
Total non farm income ($),2019,59210.0,13.0,All Broadacre
Total off farm wages ($),2019,27400.0,9.0,All Broadacre
Total wool sold (kg),2019,5496.0,4.0,All Broadacre
Value of land and fixed improvements ($),2019,6448310.0,2.0,All Broadacre
Vet fees ($),2019,1060.0,10.0,All Broadacre
Wages for hired labor ($),2019,22780.0,4.0,All Broadacre
Water charges ($),2019,5450.0,16.0,All Broadacre
Wethers at 30 June (no.),2019,115.0,11.0,All Broadacre
Wheat area sown (ha),2019,191.0,4.0,All Broadacre
Wheat produced (t),2019,326.0,6.0,All Broadacre
Wheat receipts ($),2019,128530.0,5.0,All Broadacre
Wheat sold (t),2019,316.0,6.0,All Broadacre
Wool cut per head (kg),2019,4.1,1.0,All Broadacre
Wool produced (kg),2019,5499.0,4.0,All Broadacre
Wool receipts ($),2019,83160.0,5.0,All Broadacre
AI stud fees and herd testing ($),2019,640.0,32.0,Beef
Accounting services ($),2019,4040.0,10.0,Beef
Advisory services ($),2019,870.0,89.0,Beef
Age of owner manager (yrs),2019,65.0,1.0,Beef
Age of spouse (yrs),2019,61.0,2.0,Beef
Agistment ($),2019,6820.0,29.0,Beef
Area operated at 30 June (ha),2019,12897.0,10.0,Beef
Barley area sown (ha),2019,2.0,32.0,Beef
Barley produced (t),2019,0.0,82.0,Beef
Barley receipts ($),2019,40.0,62.0,Beef
Beef bulls at 30 June (no.),2019,15.0,6.0,Beef
Beef calves at 30 June (no.),2019,194.0,6.0,Beef
Beef cattle purchased ($),2019,31300.0,13.0,Beef
Beef cattle purchased (no.),2019,29.0,15.0,Beef
Beef cattle receipts ($),2019,354750.0,7.0,Beef
Beef cattle sold (no.),2019,285.0,5.0,Beef
Beef cattle transferred off farm (no.),2019,54.0,14.0,Beef
Beef cattle transferred onto farm (no.),2019,32.0,22.0,Beef
Beef cows at 30 June (no.),2019,357.0,5.0,Beef
Beef heifers at 30 June (no.),2019,70.0,10.0,Beef
Beef herd at 30 June (no.),2019,801.0,5.0,Beef
Branding rate (%),2019,75.4,2.0,Beef
Buildup in trading stocks ($),2019,-56220.0,21.0,Beef
Canola area sown (ha),2019,0.0,53.0,Beef
Canola produced (t),2019,0.0,55.0,Beef
Canola receipts ($),2019,120.0,57.0,Beef
Capital appreciation ($),2019,224480.0,20.0,Beef
Capital at 1 July ($),2019,6807630.0,5.0,Beef
Change in farm debt ($),2019,30240.0,61.0,Beef
Contracts - cropping ($),2019,3700.0,16.0,Beef
Contracts - livestock ($),2019,6320.0,12.0,Beef
Cotton receipts ($),2019,0.0,,Beef
Crop and pasture chemicals ($),2019,3490.0,22.0,Beef
Dairy cattle at June 30 (no.),2019,0.0,,Beef
Depreciation ($),2019,40040.0,5.0,Beef
Electricity ($),2019,3500.0,18.0,Beef
Equity ratio at 30 June (%),2019,92.0,1.0,Beef
Ewes at 30 June (no.),2019,29.0,31.0,Beef
Family share of farm income ($),2019,6930.0,208.0,Beef
Farm business debt at 30 June ($),2019,485980.0,11.0,Beef
Farm business equity June 30 ($),2019,5591120.0,5.0,Beef
Farm business profit ($),2019,-53050.0,26.0,Beef
Farm cash income ($),2019,116670.0,11.0,Beef
Farm liquid assets at 30 June ($),2019,249690.0,13.0,Beef
Fertiliser ($),2019,9520.0,13.0,Beef
Field peas area sown (ha),2019,0.0,,Beef
Field peas produced (t),2019,0.0,,Beef
Field peas receipts ($),2019,0.0,,Beef
Fodder ($),2019,42460.0,9.0,Beef
Fuel oil and grease ($),2019,17900.0,6.0,Beef
Grain legumes area sown (ha),2019,1.0,102.0,Beef
Grain legumes produced (t),2019,0.0,67.0,Beef
Grain legumes receipts ($),2019,350.0,50.0,Beef
Handling and marketing ($),2019,8910.0,10.0,Beef
Hours worked on farm - total (hrsperwk),2019,74.0,4.0,Beef
Hours worked on farm by owner manager (hrsperwk),2019,38.0,4.0,Beef
Hours worked on farm by spouse (hrsperwk),2019,15.0,9.0,Beef
Imputed labor cost ($),2019,73460.0,3.0,Beef
Insurance ($),2019,9400.0,5.0,Beef
Interest paid ($),2019,24350.0,10.0,Beef
Lambs at 30 June (no.),2019,12.0,40.0,Beef
Land rent ($),2019,4820.0,59.0,Beef
Leasing charges ($),2019,1080.0,55.0,Beef
Livestock materials ($),2019,8880.0,9.0,Beef
Livestock transfers - inwards ($),2019,22860.0,22.0,Beef
Livestock transfers - outward ($),2019,43500.0,15.0,Beef
Lupins area sown (ha),2019,0.0,96.0,Beef
Lupins produced (t),2019,0.0,96.0,Beef
Lupins receipts ($),2019,20.0,152.0,Beef
Net capital additions ($),2019,63020.0,51.0,Beef
Oats area sown (ha),2019,8.0,20.0,Beef
Oats produced (t),2019,1.0,58.0,Beef
Oats receipts ($),2019,100.0,104.0,Beef
Off farm contracts ($),2019,6420.0,35.0,Beef
Off farm sharefarming ($),2019,50.0,102.0,Beef
Off-farm work for owner manager (hrsperwk),2019,4.0,27.0,Beef
Off-farm work for spouse (hrsperwk),2019,6.0,18.0,Beef
Oilseeds area sown (ha),2019,1.0,39.0,Beef
Oilseeds produced (t),2019,3.0,86.0,Beef
Oilseeds receipts ($),2019,120.0,57.0,Beef
Other administration expenses ($),2019,5980.0,12.0,Beef
Other farm income ($),2019,20220.0,13.0,Beef
Other livestock purchased ($),2019,190.0,49.0,Beef
Other livestock receipts ($),2019,2840.0,62.0,Beef
Other materials ($),2019,2810.0,11.0,Beef
Other services ($),2019,11090.0,9.0,Beef
Payments to sharefarmers ($),2019,0.0,,Beef
Population,2019,20378.0,,Beef
Produce purchased for resale ($),2019,40.0,119.0,Beef
Profit at full equity ($),2019,-23150.0,65.0,Beef
Profit at full equity including capital appreciation ($),2019,201340.0,23.0,Beef
Rams at 30 June (no.),2019,1.0,32.0,Beef
Rate of return ex. capital appreciation (%),2019,-0.3,68.0,Beef
Rate of return inc. capital appreciation (%),2019,2.9,22.0,Beef
Repairs and maintenance ($),2019,34350.0,7.0,Beef
Rice area sown (ha),2019,0.0,,Beef
Sample Contributing,2019,519.0,,Beef
Seed ($),2019,1880.0,13.0,Beef
Shearing crutching ($),2019,280.0,40.0,Beef
Sheep and lambs shorn (no.),2019,38.0,36.0,Beef
Sheep flock at 30 June (no.),2019,51.0,29.0,Beef
Sheep purchased ($),2019,2250.0,43.0,Beef
Sheep purchased (no.),2019,17.0,45.0,Beef
Sheep receipts ($),2019,4610.0,40.0,Beef
Sheep sold (no.),2019,29.0,38.0,Beef
Shire and PPB rates ($),2019,11540.0,6.0,Beef
Sorghum area sown (ha),2019,2.0,59.0,Beef
Sorghum produced (t),2019,2.0,87.0,Beef
Sorghum receipts ($),2019,20.0,88.0,Beef
Steers and other beef cattle at 30 June (no.),2019,165.0,8.0,Beef
Stores and rations ($),2019,1450.0,11.0,Beef
Telephone ($),2019,2310.0,5.0,Beef
Total area cropped (ha),2019,39.0,15.0,Beef
Total area irrigated (ha),2019,,,Beef
Total cash costs ($),2019,320230.0,6.0,Beef
Total cash receipts ($),2019,436900.0,6.0,Beef
Total closing capital ($),2019,7028380.0,5.0,Beef
Total crop gross receipts ($),2019,2660.0,24.0,Beef
Total family income ($),2019,93350.0,29.0,Beef
Total freight ($),2019,15370.0,8.0,Beef
Total labor used (weeks),2019,85.0,3.0,Beef
Total non farm income ($),2019,82080.0,29.0,Beef
Total off farm wages ($),2019,24370.0,17.0,Beef
Total wool sold (kg),2019,128.0,36.0,Beef
Value of land and fixed improvements ($),2019,5625870.0,5.0,Beef
Vet fees ($),2019,1300.0,13.0,Beef
Wages for hired labor ($),2019,17310.0,19.0,Beef
Water charges ($),2019,1220.0,22.0,Beef
Wethers at 30 June (no.),2019,9.0,64.0,Beef
Wheat area sown (ha),2019,6.0,35.0,Beef
Wheat produced (t),2019,2.0,50.0,Beef
Wheat receipts ($),2019,360.0,59.0,Beef
Wheat sold (t),2019,1.0,60.0,Beef
Wool cut per head (kg),2019,3.5,8.0,Beef
Wool produced (kg),2019,131.0,36.0,Beef
Wool receipts ($),2019,1830.0,34.0,Beef
AI stud fees and herd testing ($),2019,10.0,128.0,Cropping
Accounting services ($),2019,9470.0,7.0,Cropping
Advisory services ($),2019,6380.0,11.0,Cropping
Age of owner manager (yrs),2019,58.0,2.0,Cropping
Age of spouse (yrs),2019,55.0,1.0,Cropping
Agistment ($),2019,150.0,63.0,Cropping
Area operated at 30 June (ha),2019,2685.0,4.0,Cropping
Barley area sown (ha),2019,348.0,7.0,Cropping
Barley produced (t),2019,736.0,8.0,Cropping
Barley receipts ($),2019,264000.0,8.0,Cropping
Beef bulls at 30 June (no.),2019,0.0,20.0,Cropping
Beef calves at 30 June (no.),2019,6.0,22.0,Cropping
Beef cattle purchased ($),2019,2460.0,33.0,Cropping
Beef cattle purchased (no.),2019,2.0,31.0,Cropping
Beef cattle receipts ($),2019,14080.0,19.0,Cropping
Beef cattle sold (no.),2019,11.0,17.0,Cropping
Beef cattle transferred off farm (no.),2019,0.0,98.0,Cropping
Beef cattle transferred onto farm (no.),2019,0.0,132.0,Cropping
Beef cows at 30 June (no.),2019,9.0,21.0,Cropping
Beef heifers at 30 June (no.),2019,2.0,32.0,Cropping
Beef herd at 30 June (no.),2019,20.0,21.0,Cropping
Branding rate (%),2019,85.8,4.0,Cropping
Buildup in trading stocks ($),2019,-50880.0,42.0,Cropping
Canola area sown (ha),2019,170.0,9.0,Cropping
Canola produced (t),2019,193.0,10.0,Cropping
Canola receipts ($),2019,156950.0,11.0,Cropping
Capital appreciation ($),2019,480270.0,14.0,Cropping
Capital at 1 July ($),2019,10452930.0,4.0,Cropping
Change in farm debt ($),2019,68410.0,76.0,Cropping
Contracts - cropping ($),2019,44070.0,12.0,Cropping
Contracts - livestock ($),2019,340.0,26.0,Cropping
Cotton receipts ($),2019,33760.0,52.0,Cropping
Crop and pasture chemicals ($),2019,160690.0,6.0,Cropping
Dairy cattle at June 30 (no.),2019,0.0,,Cropping
Depreciation ($),2019,147640.0,5.0,Cropping
Electricity ($),2019,7030.0,7.0,Cropping
Equity ratio at 30 June (%),2019,83.0,1.0,Cropping
Ewes at 30 June (no.),2019,394.0,10.0,Cropping
Family share of farm income ($),2019,269630.0,12.0,Cropping
Farm business debt at 30 June ($),2019,1896840.0,9.0,Cropping
Farm business equity June 30 ($),2019,9104520.0,4.0,Cropping
Farm business profit ($),2019,256690.0,14.0,Cropping
Farm cash income ($),2019,555860.0,6.0,Cropping
Farm liquid assets at 30 June ($),2019,472690.0,13.0,Cropping
Fertiliser ($),2019,169450.0,7.0,Cropping
Field peas area sown (ha),2019,18.0,23.0,Cropping
Field peas produced (t),2019,13.0,27.0,Cropping
Field peas receipts ($),2019,12740.0,24.0,Cropping
Fodder ($),2019,6180.0,32.0,Cropping
Fuel oil and grease ($),2019,85680.0,6.0,Cropping
Grain legumes area sown (ha),2019,125.0,10.0,Cropping
Grain legumes produced (t),2019,126.0,12.0,Cropping
Grain legumes receipts ($),2019,82100.0,10.0,Cropping
Handling and marketing ($),2019,37470.0,9.0,Cropping
Hours worked on farm - total (hrsperwk),2019,127.0,3.0,Cropping
Hours worked on farm by owner manager (hrsperwk),2019,52.0,2.0,Cropping
Hours worked on farm by spouse (hrsperwk),2019,14.0,7.0,Cropping
Imputed labor cost ($),2019,100660.0,3.0,Cropping
Insurance ($),2019,36360.0,5.0,Cropping
Interest paid ($),2019,86690.0,9.0,Cropping
Lambs at 30 June (no.),2019,230.0,12.0,Cropping
Land rent ($),2019,40810.0,12.0,Cropping
Leasing charges ($),2019,4320.0,34.0,Cropping
Livestock materials ($),2019,5080.0,16.0,Cropping
Livestock transfers - inwards ($),2019,190.0,67.0,Cropping
Livestock transfers - outward ($),2019,560.0,96.0,Cropping
Lupins area sown (ha),2019,56.0,15.0,Cropping
